intercept,trend,control,noise,decay__Media channel 1,half_saturation__Media channel 1,slope__Media channel 1,effect__Media channel 1,decay__Media channel 2,half_saturation__Media channel 2,slope__Media channel 2,effect__Media channel 2
0.648864899050992,0.14772183572949824,0.4117467495480027,0.04692336910503528,0.3979630179882806,2.654199047948574,1.57221941840289,0.6647310909280284,0.16524441539779386,1.0971680569031586,1.1228717322674067,0.6583723327141268
0.6321311045887686,0.14780692154276637,0.4155330460498862,0.05051208769879436,0.38361702195838204,2.3083604743219976,1.5004739918147376,0.6450382026156661,0.13746566462726717,1.0331180566572042,0.9905956448574246,0.6340394342140088
0.6268398472241417,0.16634137972924365,0.4474943558739581,0.046394975172589836,0.4220126336064769,2.2497331070633195,1.6229159499296921,0.5895779189986217,0.08195937939266497,1.5659912639126463,0.7168395706443241,0.7415125062251691
0.6336603807907615,0.19490168078366554,0.4052275273115251,0.044299798031800654,0.3738108249346481,1.5598893861255951,2.692119221290862,0.43288827072018193,0.22971087298365941,0.5864355521633098,1.4244569437418204,0.4425827436914762
0.6571243081850983,0.16373183266887226,0.4731720941057629,0.05017103408788536,0.3725019548332048,1.6362538641209117,2.5614295398293465,0.4533090768460303,0.2048557297590285,0.47144858496912323,1.6532884278332172,0.3996100115127385
0.6540385288254934,0.1699727934722004,0.4789778916474358,0.048798747834870225,0.40977953669598244,1.9715434122891133,2.036571296967237,0.5223060394911918,0.1519394531898865,1.4936726135135825,0.8814831392631288,0.7088389806060521
0.5876913600675026,0.21719056175248191,0.4194507803465518,0.048416216068820794,0.43709613615262255,1.8039975240155075,1.9415250462377955,0.5162859392966113,0.12353802320752656,1.6055879188131423,0.7200666507086237,0.7551852165764781
0.6324039569247499,0.14911487580873553,0.467943696537125,0.04796758061497178,0.41937220805108044,2.350243021250308,1.6314717927046392,0.6423365107216936,0.16903659064793317,0.6690678746327019,1.2738344464597064,0.4870407933709916
0.6346779625217936,0.1951039373485901,0.41781938419234294,0.04770496743095975,0.4228650815926849,2.007001700581673,2.040962845743572,0.5154077286112079,0.18527977065380516,0.8585555320495613,1.0989140283458159,0.567227848429528
0.6095617774854961,0.15588868453270785,0.48511996278804737,0.04549758976750832,0.3925826941474678,1.5634587064451653,1.873045731109206,0.5050369767522717,0.21924080919299038,0.8237589676482768,1.1964907523331407,0.5670664747955901
0.6510037154717627,0.18222389374157905,0.4392510812527016,0.051213495621257064,0.36563782981745657,1.7259736211817842,2.3589509163843356,0.46553904515436445,0.29000333735203726,0.6045223518279488,1.7650760975310957,0.42333102053947813
0.5772352387290074,0.16613851498755194,0.44100823246988,0.051320064094149305,0.3955092668547068,1.7030539293052405,1.6390547511842772,0.6145390193503132,0.07389251410751355,0.5200490145979345,0.7595977915925543,0.4831570949514186
0.6363971577651724,0.1883662658976768,0.41645898978350443,0.04837492753163341,0.43293151954896486,2.3291785222719184,1.871994780899458,0.5628880589370131,0.18468321917160527,0.7545595007981599,1.1629125132792137,0.5638781529004
0.6192687674502396,0.17918050343505904,0.4520901787831694,0.04614280918149516,0.41462983315956087,1.7580150465042286,2.0639503649490734,0.5169195491651204,0.16430773344587882,0.47788124701479023,1.360071680001913,0.4273862549538172
0.6251557433876044,0.16135021568559288,0.4797096697114924,0.046351482729907835,0.39704122946664444,1.7065523525026267,2.032965778859472,0.5119432665635738,0.1617028102511615,0.36630247670898464,1.3277462819720218,0.39828922115572124
0.625742863732921,0.18942114187780604,0.4620912971057016,0.044875616498093886,0.405380400891857,1.895337277668378,2.040309310669602,0.5285894577641334,0.24695143090516047,1.2128284330647223,1.3236680847081888,0.7030162562278504
0.6326238605051774,0.17823819040459135,0.412573652107122,0.0499832792380089,0.43235197873557213,1.95760947091163,2.355773273709811,0.5179174963981837,0.16587028260698497,0.9235658390940585,0.9982521878150954,0.6030329643958995
0.6333745129175937,0.17890135205077543,0.4185007184991127,0.049686456421360756,0.43557946950364107,1.9514212327715486,2.3384086019820716,0.5125154042395859,0.1785851161275569,0.8967452968512921,0.9940868983284542,0.5968151582874253
0.6125057265636904,0.16755577028682914,0.42132045157980463,0.04447569939597718,0.3844476465673284,1.7694254022719247,1.9776763964019741,0.5507512093598437,0.1219297738712974,0.8478122349840701,0.814324076177817,0.5850948568281383
0.6086353636562951,0.1668854614237956,0.4738689008202069,0.042903673674052865,0.4188510334884535,1.6587403195718773,1.9889153450033286,0.5172986739396918,0.12460157587495849,1.1441586415872431,0.9068760856429736,0.6745774931595122
0.6315409737201025,0.1791727498753455,0.38533549341410595,0.05294377875247961,0.41418032061588494,1.815636286955585,2.1699513867429183,0.5055170218495925,0.18654824758357283,1.774271874483265,1.0112008752415402,0.8403400803040584
0.6157547099173719,0.19435956469319668,0.41141356609167934,0.04503230340402875,0.4290623849806982,1.8144820064621046,2.0820716749472563,0.49403930268133905,0.15767564552589752,1.6833247400950258,0.780497384966051,0.7671638074645044
0.6564291142870236,0.18071220792008466,0.447687767699168,0.04872264523289929,0.45823668428884473,2.250714312618162,2.168173653634484,0.5308032543483079,0.21061127694146942,1.3270937338332682,1.2801148381350709,0.7464179805089602
0.6312292100068801,0.17502473122886675,0.45591004238549965,0.04505586044682267,0.38217982342432627,1.556792711681231,2.354494954852444,0.4514116019186809,0.1411074699107733,1.7063970555416763,0.7465292474084546,0.7966682191902157
0.6414893114236457,0.17887744377969142,0.4614796302474162,0.04893576820235366,0.36845809630739673,1.5224129223767675,2.374170157594484,0.4425101139896306,0.10427447494214472,1.7789824680046047,0.7154952153181504,0.7736299768110411
0.6431894267071907,0.16326266463722108,0.323025647123943,0.04897251741630855,0.4044988008422755,1.8973524779994257,2.043800337610557,0.52141725640501,0.21513858792356094,1.2463105395579388,1.1036987971023418,0.7012799819307447
0.6315092958089096,0.18138793643943907,0.5244403605559406,0.04358730187712548,0.3890116966183841,1.6918751234849752,2.3557528968551438,0.4872407036210697,0.22922985290425207,1.5882270283720874,0.9790547711826345,0.7451519123664456
0.6375090906855395,0.1849266786780174,0.4379596379928065,0.04868385395905108,0.38848757418787755,1.6618956585742484,2.0815996058618556,0.4778546158047167,0.1998942685822839,1.4343400033051568,1.1366782313826795,0.7374606963980506
0.6343224271945896,0.18027292182456456,0.443240423689346,0.044603546087021426,0.3916441513216969,1.6412039291357228,2.229406288140718,0.4660067799144866,0.2174738524046421,1.5966335289577565,1.0748764673905207,0.8311771792628918
